ngrams,(1070, 44953),0.46065354386916774,0.06662010843046498
chargrams,(1070, 94218),0.5797063436499942,0.059872495364482387
puntuactionmarks,(1070, 6),0.34579306474478677,0.041605420322443055
capitalizedletters,(1070, 4),0.3172619484797769,0.03336812338632083
laughter,(1070, 1),0.0,0.0
statistics,(1070, 5),0.0,0.0
bio,(1070, 1039),0.9431935621231637,0.024774947507469756
cue_words,(1070, 8),0.1999010000298133,0.0321225527859084
linguistic_words,(1070, 6),0.24079713086080198,0.04496178923411446
lexical_diversity,(1070, 9),0.36119708738871087,0.05339066010723437
network_centrality_base_retweet,(1070, 4),0.6585195151810993,0.02925857081541152
network_centrality_base_friend,(1070, 3),0.9719259469464314,0.010090793106032421
network_label_count_base_retweet,(1070, 6),0.7150238891076537,0.030700840767150617
network_label_count_base_friend,(1070, 6),0.9743566208203694,0.01036473871061732
network_mds_base_retweet,(1070, 4),0.9375708976149776,0.023022688977486046
network_mds_base_friend,(1070, 4),0.9406560031899265,0.02299707894843758
deprelneg,(1070, 5),0.23743364451185164,0.03655940471941895
deprel,(1070, 57875),0.24625732735651426,0.05110438939828562
relationformVERB,(1070, 7219),0.3017990875145846,0.04732361651360929
relationformNOUN,(1070, 7599),0.3630125654410243,0.03719665963189073
Sidorovbigramsform,(1070, 18119),0.46046767456986015,0.05763294803036283
target_context_one,(1070, 200),0.5090091809286238,0.03957580906750654
target_context_two,(1070, 400),0.5266633773231575,0.03744444801166261
ngrams, Sidorovbigramsform,(1070, 63072),0.44382112875444724,0.06527680252182894
ngrams, target_context_one,(1070, 45153),0.4773527512049683,0.0443094155836336
ngrams, target_context_two,(1070, 45353),0.4901956087673792,0.030634785471366187
chargrams, puntuactionmarks,(1070, 94224),0.5838691376049517,0.06686107803563895
chargrams, capitalizedletters,(1070, 94222),0.5835236840180941,0.05680448872334848
chargrams, laughter,(1070, 94219),0.5924727233068161,0.06117381798922811
chargrams, statistics,(1070, 94223),0.5894043977205448,0.048619076903292355
chargrams, bio,(1070, 95257),0.6912381239743725,0.043410642617304325
chargrams, cue_words,(1070, 94226),0.5930380991750904,0.06030654473955555
chargrams, linguistic_words,(1070, 94224),0.5880880366503066,0.05382867896524836
chargrams, lexical_diversity,(1070, 94227),0.5968432485207863,0.06605876081253524
chargrams, network_centrality_base_retweet,(1070, 94222),0.6155156122037925,0.04558516093165529
chargrams, network_centrality_base_friend,(1070, 94221),0.6260295419071559,0.04477828006038838
chargrams, network_label_count_base_retweet,(1070, 94224),0.6476378407028511,0.051197838366258575
chargrams, network_label_count_base_friend,(1070, 94224),0.6398971301555983,0.042555293764789365
chargrams, network_mds_base_retweet,(1070, 94222),0.632505943713355,0.054377514702085884
chargrams, network_mds_base_friend,(1070, 94222),0.6333967506749182,0.04996124054088685
chargrams, deprelneg,(1070, 94223),0.6006511437527136,0.05553967345150641
chargrams, deprel,(1070, 152093),0.5863407764680003,0.061878665511020746
chargrams, relationformVERB,(1070, 101437),0.5893128554472905,0.056257555041915826
chargrams, relationformNOUN,(1070, 101817),0.5806430548049196,0.05496871010790359
chargrams, Sidorovbigramsform,(1070, 112337),0.5778912650494513,0.050388353666246825
chargrams, target_context_one,(1070, 94418),0.5750736752880363,0.041830008379957255
chargrams, target_context_two,(1070, 94618),0.5666681264320512,0.037950102874022555
puntuactionmarks, capitalizedletters,(1070, 10),0.422156074012661,0.043538321527915334
puntuactionmarks, laughter,(1070, 7),0.32916800256186984,0.028767846183978728
puntuactionmarks, statistics,(1070, 11),0.3448654015471676,0.03831426952695083
puntuactionmarks, bio,(1070, 1045),0.9245757373296747,0.03155265360780197
puntuactionmarks, cue_words,(1070, 14),0.385564746284151,0.03651463384993765
puntuactionmarks, linguistic_words,(1070, 12),0.40291099818755144,0.03284215950569857
puntuactionmarks, lexical_diversity,(1070, 15),0.3974846994126435,0.05309055886479672
puntuactionmarks, network_centrality_base_retweet,(1070, 10),0.6565430346481271,0.03363536993963111
puntuactionmarks, network_centrality_base_friend,(1070, 9),0.922897464078499,0.02422186956737771
puntuactionmarks, network_label_count_base_retweet,(1070, 12),0.7258707415136478,0.03282139846039582
puntuactionmarks, network_label_count_base_friend,(1070, 12),0.9531096034172155,0.01927502855409666
puntuactionmarks, network_mds_base_retweet,(1070, 10),0.9084712790705045,0.022643539091169104
puntuactionmarks, network_mds_base_friend,(1070, 10),0.9110470184788856,0.02227438796875902
puntuactionmarks, deprelneg,(1070, 11),0.33682940693660857,0.04381885557512379
puntuactionmarks, deprel,(1070, 57881),0.2710301292045514,0.07097041101550182
puntuactionmarks, relationformVERB,(1070, 7225),0.35475557778372857,0.05095584621603419
puntuactionmarks, relationformNOUN,(1070, 7605),0.40275918967567786,0.048084412523524
puntuactionmarks, Sidorovbigramsform,(1070, 18125),0.44889855250141386,0.0433235083121222
puntuactionmarks, target_context_one,(1070, 206),0.5042672001589044,0.04903411501493079
puntuactionmarks, target_context_two,(1070, 406),0.5222806557321751,0.03598163253821084
capitalizedletters, laughter,(1070, 5),0.3104517861407616,0.040675118762618555
capitalizedletters, statistics,(1070, 9),0.3390665510698445,0.0478028732332184
capitalizedletters, bio,(1070, 1043),0.9216010475072994,0.028417225403410944
capitalizedletters, cue_words,(1070, 12),0.2987021405820682,0.04033648064842813
capitalizedletters, linguistic_words,(1070, 10),0.3484122902498351,0.029484398932442372
capitalizedletters, lexical_diversity,(1070, 13),0.3710500279822385,0.03916659650967682
capitalizedletters, network_centrality_base_retweet,(1070, 8),0.662677166216176,0.03644072988155984
capitalizedletters, network_centrality_base_friend,(1070, 7),0.9246090723968464,0.023134742224536403
capitalizedletters, network_label_count_base_retweet,(1070, 10),0.7134330949189805,0.0315012271659697
capitalizedletters, network_label_count_base_friend,(1070, 10),0.9682421828394071,0.012665858060614382
capitalizedletters, network_mds_base_retweet,(1070, 8),0.9287898127055224,0.026666451174685104
capitalizedletters, network_mds_base_friend,(1070, 8),0.9284996549573141,0.022621879798263345
capitalizedletters, deprelneg,(1070, 9),0.3459819164332542,0.02963989776556363
capitalizedletters, deprel,(1070, 57879),0.17157641325034806,0.04482015907911474
capitalizedletters, relationformVERB,(1070, 7223),0.3311410877235913,0.05064415775862749
capitalizedletters, relationformNOUN,(1070, 7603),0.3305766938396209,0.049050999154904414
capitalizedletters, Sidorovbigramsform,(1070, 18123),0.4449161292707315,0.046463614131160735
capitalizedletters, target_context_one,(1070, 204),0.5290992286905389,0.03989425242197977
capitalizedletters, target_context_two,(1070, 404),0.5299684622296309,0.03540004815434027
laughter, statistics,(1070, 6),0.0,0.0
laughter, bio,(1070, 1040),0.9414362344696772,0.025381243725180885
laughter, cue_words,(1070, 9),0.2029476962729761,0.03607077380694751
laughter, linguistic_words,(1070, 7),0.2418449702556126,0.04108475743803177
laughter, lexical_diversity,(1070, 10),0.36856507008803485,0.05179648388519618
laughter, network_centrality_base_retweet,(1070, 5),0.6499972530967035,0.03356086096677841
laughter, network_centrality_base_friend,(1070, 4),0.9705548075352416,0.009822632701374243
laughter, network_label_count_base_retweet,(1070, 7),0.7155280457180049,0.030691599161702533
laughter, network_label_count_base_friend,(1070, 7),0.972368911200072,0.011961472222495977
laughter, network_mds_base_retweet,(1070, 5),0.9396495239277873,0.02085357375295835
laughter, network_mds_base_friend,(1070, 5),0.9401094897314034,0.022050413508414905
laughter, deprelneg,(1070, 6),0.23743364451185164,0.03655940471941895
laughter, deprel,(1070, 57876),0.24081717053907922,0.040755280837910454
laughter, relationformVERB,(1070, 7220),0.30656850692221893,0.0490100604752199
laughter, relationformNOUN,(1070, 7600),0.3629752772046069,0.03662455769475584
laughter, Sidorovbigramsform,(1070, 18120),0.4610946366382013,0.055696932827750775
laughter, target_context_one,(1070, 201),0.5158497739336394,0.04099460423108864
laughter, target_context_two,(1070, 401),0.5371809616245858,0.03202618954605743
statistics, bio,(1070, 1044),0.9422332827818988,0.027606568029345725
statistics, cue_words,(1070, 13),0.19783393507708905,0.027482688143796404
statistics, linguistic_words,(1070, 11),0.24416349132407678,0.04003402918492109
statistics, lexical_diversity,(1070, 14),0.35592711146115547,0.041124084637102556
statistics, network_centrality_base_retweet,(1070, 9),0.658666726029791,0.03037874482447359
statistics, network_centrality_base_friend,(1070, 8),0.9683101430668977,0.011661594560581823
statistics, network_label_count_base_retweet,(1070, 11),0.7148095274201689,0.030898351829103207
statistics, network_label_count_base_friend,(1070, 11),0.9737987267893247,0.010836889801490744
statistics, network_mds_base_retweet,(1070, 9),0.9347253820904275,0.024260439976366295
statistics, network_mds_base_friend,(1070, 9),0.9390473387761481,0.02437226720166291
statistics, deprelneg,(1070, 10),0.22071477447704385,0.051433045744818176
statistics, deprel,(1070, 57880),0.26818803448304096,0.06222892529597004
statistics, relationformVERB,(1070, 7224),0.2964426007058314,0.04520450649917738
statistics, relationformNOUN,(1070, 7604),0.3570489651509247,0.03469758825463284
statistics, Sidorovbigramsform,(1070, 18124),0.4613564364707253,0.06376449792165408
statistics, target_context_one,(1070, 205),0.5179618205712304,0.038674985635077756
statistics, target_context_two,(1070, 405),0.5310894265391436,0.041413698070728706
bio, cue_words,(1070, 1047),0.9338218341621968,0.024790232722555646
bio, linguistic_words,(1070, 1045),0.9260007384085143,0.023303648053539117
bio, lexical_diversity,(1070, 1048),0.8652346787411924,0.028163332403258735
bio, network_centrality_base_retweet,(1070, 1043),0.946868844577627,0.0228628483219718
bio, network_centrality_base_friend,(1070, 1042),0.9655186161163033,0.016635354269101416
bio, network_label_count_base_retweet,(1070, 1045),0.9474970682524048,0.022325761024073
bio, network_label_count_base_friend,(1070, 1045),0.9732040838413175,0.01370491893085117
bio, network_mds_base_retweet,(1070, 1043),0.9615704330983044,0.016595684977701888
bio, network_mds_base_friend,(1070, 1043),0.9639478332580335,0.017418196836036123
bio, deprelneg,(1070, 1044),0.9298060988094754,0.024830653805441708
bio, deprel,(1070, 58914),0.8830065356515437,0.04283244225810357
bio, relationformVERB,(1070, 8258),0.8932343189020416,0.030203472633074654
bio, relationformNOUN,(1070, 8638),0.9019053742453298,0.03289078605880712
bio, Sidorovbigramsform,(1070, 19158),0.8739119671689769,0.02975771974313057
bio, target_context_one,(1070, 1239),0.6882997670950294,0.0348871851480687
bio, target_context_two,(1070, 1439),0.6824064729224292,0.03486544540497656
cue_words, linguistic_words,(1070, 14),0.29107801660937294,0.03830931503342704
cue_words, lexical_diversity,(1070, 17),0.3696849144846357,0.03575336693482003
cue_words, network_centrality_base_retweet,(1070, 12),0.6425625405006042,0.03960999842953264
cue_words, network_centrality_base_friend,(1070, 11),0.9324315635249636,0.014575109967879885
cue_words, network_label_count_base_retweet,(1070, 14),0.7138284592042746,0.03979612046432896
cue_words, network_label_count_base_friend,(1070, 14),0.9572187743241888,0.01548181199779918
cue_words, network_mds_base_retweet,(1070, 12),0.929625022277294,0.022879179959624466
cue_words, network_mds_base_friend,(1070, 12),0.9266021151239789,0.017890742309272605
cue_words, deprelneg,(1070, 13),0.23780846944965273,0.0312954917588065
cue_words, deprel,(1070, 57883),0.2703189384834849,0.04466059474497788
cue_words, relationformVERB,(1070, 7227),0.3193135721991701,0.03830898482326714
cue_words, relationformNOUN,(1070, 7607),0.37456094126176087,0.036955855453431226
cue_words, Sidorovbigramsform,(1070, 18127),0.43602004207103845,0.05668072734527659
cue_words, target_context_one,(1070, 208),0.5137574088127226,0.037608676079615745
cue_words, target_context_two,(1070, 408),0.5264417001402961,0.038118711847753846
linguistic_words, lexical_diversity,(1070, 15),0.3635924086906432,0.04085141344988192
linguistic_words, network_centrality_base_retweet,(1070, 10),0.6396528556903511,0.02518131649480442
linguistic_words, network_centrality_base_friend,(1070, 9),0.9294956254013755,0.01802834518464835
linguistic_words, network_label_count_base_retweet,(1070, 12),0.7058700898435778,0.02945744996711542
linguistic_words, network_label_count_base_friend,(1070, 12),0.9500210936691611,0.017996632225868173
linguistic_words, network_mds_base_retweet,(1070, 10),0.9207712088563439,0.022735356400618384
linguistic_words, network_mds_base_friend,(1070, 10),0.9240710919169735,0.025436089133308346
linguistic_words, deprelneg,(1070, 11),0.2920852598969678,0.04772949447031161
linguistic_words, deprel,(1070, 57881),0.1795394570476587,0.060317070134603835
linguistic_words, relationformVERB,(1070, 7225),0.2962503002057159,0.056334405734763136
linguistic_words, relationformNOUN,(1070, 7605),0.32863344220427654,0.04000365023226931
linguistic_words, Sidorovbigramsform,(1070, 18125),0.44543638821399933,0.04084682924780793
linguistic_words, target_context_one,(1070, 206),0.49736801824429283,0.05242885062699241
linguistic_words, target_context_two,(1070, 406),0.5152079501996426,0.04623993415060081
lexical_diversity, network_centrality_base_retweet,(1070, 13),0.6116619692204533,0.040037524659817775
lexical_diversity, network_centrality_base_friend,(1070, 12),0.7703746428754649,0.036880397928416964
lexical_diversity, network_label_count_base_retweet,(1070, 15),0.7081186579372651,0.036601221035687435
lexical_diversity, network_label_count_base_friend,(1070, 15),0.9027891685154571,0.027310410064284217
lexical_diversity, network_mds_base_retweet,(1070, 13),0.875556119901292,0.024448451333384646
lexical_diversity, network_mds_base_friend,(1070, 13),0.881252830622013,0.033866852155062147
lexical_diversity, deprelneg,(1070, 14),0.3632171177612484,0.04219928612079246
lexical_diversity, deprel,(1070, 57884),0.23496532307803014,0.027132608867687813
lexical_diversity, relationformVERB,(1070, 7228),0.32423485180130046,0.05205663063010937
lexical_diversity, relationformNOUN,(1070, 7608),0.3341851791918013,0.03546259344197345
lexical_diversity, Sidorovbigramsform,(1070, 18128),0.3654674056919166,0.04653277459121201
lexical_diversity, target_context_one,(1070, 209),0.5553106430312885,0.036073661989361294
lexical_diversity, target_context_two,(1070, 409),0.5538850976982865,0.026984061365985166
network_centrality_base_retweet, network_centrality_base_friend,(1070, 7),0.9762080397462741,0.014250648759362229
network_centrality_base_retweet, network_label_count_base_retweet,(1070, 10),0.7533293989556253,0.030721283289062574
network_centrality_base_retweet, network_label_count_base_friend,(1070, 10),0.9745492011430785,0.011187708243517041
network_centrality_base_retweet, network_mds_base_retweet,(1070, 8),0.9731457057619426,0.011166878410533734
network_centrality_base_retweet, network_mds_base_friend,(1070, 8),0.9765746035632177,0.011158080466925277
network_centrality_base_retweet, deprelneg,(1070, 9),0.6676043316289985,0.03146041236012133
network_centrality_base_retweet, deprel,(1070, 57879),0.44078800566795795,0.08808638206926736
network_centrality_base_retweet, relationformVERB,(1070, 7223),0.5913401469342153,0.0488775736813199
network_centrality_base_retweet, relationformNOUN,(1070, 7603),0.6191463103854311,0.034854784132230074
network_centrality_base_retweet, Sidorovbigramsform,(1070, 18123),0.6517137398644962,0.034405819693404845
network_centrality_base_retweet, target_context_one,(1070, 204),0.6097063506986365,0.03939256551810778
network_centrality_base_retweet, target_context_two,(1070, 404),0.6106138970048207,0.04183252402540092
network_centrality_base_friend, network_label_count_base_retweet,(1070, 9),0.9746407756516826,0.009780665116750256
network_centrality_base_friend, network_label_count_base_friend,(1070, 9),0.9702743367330784,0.01078500230235793
network_centrality_base_friend, network_mds_base_retweet,(1070, 7),0.9730121437273588,0.012219311190674577
network_centrality_base_friend, network_mds_base_friend,(1070, 7),0.9739854545539225,0.009833381425993363
network_centrality_base_friend, deprelneg,(1070, 8),0.9345663276989234,0.022465283073727145
network_centrality_base_friend, deprel,(1070, 57878),0.423288230323503,0.09505652901328063
network_centrality_base_friend, relationformVERB,(1070, 7222),0.6278412905786781,0.04214060662461289
network_centrality_base_friend, relationformNOUN,(1070, 7602),0.6909190470226786,0.04344182457223604
network_centrality_base_friend, Sidorovbigramsform,(1070, 18122),0.6807898820545581,0.03489277767763691
network_centrality_base_friend, target_context_one,(1070, 203),0.6374657929305976,0.0340871981308851
network_centrality_base_friend, target_context_two,(1070, 403),0.6208914038126442,0.040566027085321074
network_label_count_base_retweet, network_label_count_base_friend,(1070, 12),0.9735612909412474,0.008538181228779971
network_label_count_base_retweet, network_mds_base_retweet,(1070, 10),0.9744014197458525,0.010471189759453542
network_label_count_base_retweet, network_mds_base_friend,(1070, 10),0.9742109739569045,0.011651329689854226
network_label_count_base_retweet, deprelneg,(1070, 11),0.7187411934061123,0.031245662475400563
network_label_count_base_retweet, deprel,(1070, 57881),0.6126215395524783,0.05468605102066719
network_label_count_base_retweet, relationformVERB,(1070, 7225),0.6913246616579372,0.04049471538325703
network_label_count_base_retweet, relationformNOUN,(1070, 7605),0.7032540076206991,0.03842243258179624
network_label_count_base_retweet, Sidorovbigramsform,(1070, 18125),0.7196771900609756,0.03457066235529914
network_label_count_base_retweet, target_context_one,(1070, 206),0.7004354477273043,0.03709554065069655
network_label_count_base_retweet, target_context_two,(1070, 406),0.6756433199778037,0.03788410633064039
network_label_count_base_friend, network_mds_base_retweet,(1070, 10),0.9731267895538077,0.0074116267942511095
network_label_count_base_friend, network_mds_base_friend,(1070, 10),0.9705598132965528,0.011384934051064386
network_label_count_base_friend, deprelneg,(1070, 11),0.9620429564107694,0.011881471079800442
network_label_count_base_friend, deprel,(1070, 57881),0.7351965863300696,0.041854686232165726
network_label_count_base_friend, relationformVERB,(1070, 7225),0.8230637129474146,0.02681307586581153
network_label_count_base_friend, relationformNOUN,(1070, 7605),0.8501138489497729,0.02741194346723589
network_label_count_base_friend, Sidorovbigramsform,(1070, 18125),0.8077461011301045,0.029685699384385127
network_label_count_base_friend, target_context_one,(1070, 206),0.7148209867504912,0.04095411404430969
network_label_count_base_friend, target_context_two,(1070, 406),0.6812387289438245,0.04578542549771487
network_mds_base_retweet, network_mds_base_friend,(1070, 8),0.9406496626546803,0.018698057267966164
network_mds_base_retweet, deprelneg,(1070, 9),0.9363524685461042,0.021697511650200015
network_mds_base_retweet, deprel,(1070, 57879),0.5787366715837694,0.07425829124144766
network_mds_base_retweet, relationformVERB,(1070, 7223),0.7599750403207299,0.02867526061556241
network_mds_base_retweet, relationformNOUN,(1070, 7603),0.7939762570734472,0.034407318548930074
network_mds_base_retweet, Sidorovbigramsform,(1070, 18123),0.761297592631747,0.03733110400993529
network_mds_base_retweet, target_context_one,(1070, 204),0.7070792390480084,0.04133953196556319
network_mds_base_retweet, target_context_two,(1070, 404),0.6794800288387915,0.0368400163269744
network_mds_base_friend, deprelneg,(1070, 9),0.9357795391441479,0.02219640372576221
network_mds_base_friend, deprel,(1070, 57879),0.7076887908484301,0.04747320983577216
network_mds_base_friend, relationformVERB,(1070, 7223),0.762028816672917,0.03700596322744327
network_mds_base_friend, relationformNOUN,(1070, 7603),0.7920221686473891,0.029774555905749567
network_mds_base_friend, Sidorovbigramsform,(1070, 18123),0.7565271262703284,0.040226984393233224
network_mds_base_friend, target_context_one,(1070, 204),0.6964839969922731,0.03863310874483381
network_mds_base_friend, target_context_two,(1070, 404),0.6865512393513669,0.035209176004077754
deprelneg, deprel,(1070, 57880),0.25433572662582654,0.05727082224034322
deprelneg, relationformVERB,(1070, 7224),0.3373410606155058,0.0721137680077404
deprelneg, relationformNOUN,(1070, 7604),0.3567224604301233,0.049151267599920626
deprelneg, Sidorovbigramsform,(1070, 18124),0.423476021131349,0.04847252623949123
deprelneg, target_context_one,(1070, 205),0.5285381531605828,0.041597191903274044
deprelneg, target_context_two,(1070, 405),0.5355582109323795,0.024082103506930144
deprel, relationformVERB,(1070, 65094),0.30454031458842223,0.038405117833991094
deprel, relationformNOUN,(1070, 65474),0.32988875288351344,0.03564128348592024
deprel, Sidorovbigramsform,(1070, 75994),0.3970812315197429,0.07932614630401312
deprel, target_context_one,(1070, 58075),0.4419641880943823,0.03493147866520135
deprel, target_context_two,(1070, 58275),0.44927295597890243,0.042265380826230436
relationformVERB, relationformNOUN,(1070, 14818),0.41167541707368316,0.04422309898673915
relationformVERB, Sidorovbigramsform,(1070, 25338),0.44590883745852333,0.05015520779199221
relationformVERB, target_context_one,(1070, 7419),0.4976940867585057,0.03300046579188263
relationformVERB, target_context_two,(1070, 7619),0.5037909415931017,0.043596568666161815
relationformNOUN, Sidorovbigramsform,(1070, 25718),0.4472690869803939,0.06483249819610964
relationformNOUN, target_context_one,(1070, 7799),0.49490780727298006,0.03955882478779193
relationformNOUN, target_context_two,(1070, 7999),0.5067360848641054,0.037861761570863746
Sidorovbigramsform, target_context_one,(1070, 18319),0.4866479155565485,0.03977944342358378
Sidorovbigramsform, target_context_two,(1070, 18519),0.5025423626101763,0.028111293821472108
target_context_one, target_context_two,(1070, 600),0.5337714095427459,0.0443146833716261
ngrams, chargrams, puntuactionmarks,(1070, 139177),0.5887150934552071,0.051117680191441243
ngrams, chargrams, capitalizedletters,(1070, 139175),0.5796117631817163,0.0447397118835937
ngrams, chargrams, laughter,(1070, 139172),0.5717003589308465,0.06054640709491539
ngrams, chargrams, statistics,(1070, 139176),0.5864954355981353,0.0637323223985912
ngrams, chargrams, bio,(1070, 140210),0.6780908979738136,0.04758822095504147
ngrams, chargrams, cue_words,(1070, 139179),0.5932244984036524,0.059702631844112036
ngrams, chargrams, linguistic_words,(1070, 139177),0.5845840458071245,0.05767558550951531
ngrams, chargrams, lexical_diversity,(1070, 139180),0.5741737355264885,0.042795619990322706
ngrams, chargrams, network_centrality_base_retweet,(1070, 139175),0.606414700142412,0.05529074232066155
ngrams, chargrams, network_centrality_base_friend,(1070, 139174),0.6116010861250611,0.05142836943481636
ngrams, chargrams, network_label_count_base_retweet,(1070, 139177),0.6465517085425876,0.05389628189487276
ngrams, chargrams, network_label_count_base_friend,(1070, 139177),0.6407014081369773,0.052592264076803175
ngrams, chargrams, network_mds_base_retweet,(1070, 139175),0.6364623816816906,0.0535641109363418
ngrams, chargrams, network_mds_base_friend,(1070, 139175),0.6145330592729471,0.04551741245118041
ngrams, chargrams, deprelneg,(1070, 139176),0.5753503066062845,0.06793622924924414
ngrams, chargrams, deprel,(1070, 197046),0.5823057229187897,0.052963821190636945
ngrams, chargrams, relationformVERB,(1070, 146390),0.595520537005117,0.04705686177395334
ngrams, chargrams, relationformNOUN,(1070, 146770),0.5677843218608808,0.05363804967424064
ngrams, chargrams, Sidorovbigramsform,(1070, 157290),0.5855540008734049,0.05834785725517701
ngrams, chargrams, target_context_one,(1070, 139371),0.5740030475364191,0.04722716228766816
ngrams, chargrams, target_context_two,(1070, 139571),0.5610163299515445,0.04816436690442971
ngrams, puntuactionmarks, capitalizedletters,(1070, 44963),0.4541025025268032,0.029748015673557986
ngrams, puntuactionmarks, laughter,(1070, 44960),0.47409998231321,0.03601305663197123
ngrams, puntuactionmarks, statistics,(1070, 44964),0.4618155169233545,0.040617555508934866
ngrams, puntuactionmarks, bio,(1070, 45998),0.8071996323979995,0.037454206399645015
ngrams, puntuactionmarks, cue_words,(1070, 44967),0.46747038213725467,0.04598117343481574
ngrams, puntuactionmarks, linguistic_words,(1070, 44965),0.472024213871466,0.050000896650080694
ngrams, puntuactionmarks, lexical_diversity,(1070, 44968),0.4618391504630901,0.051481148997399896
ngrams, puntuactionmarks, network_centrality_base_retweet,(1070, 44963),0.5939979875343534,0.050562261730083304
ngrams, puntuactionmarks, network_centrality_base_friend,(1070, 44962),0.605015030583811,0.04596035488930161
ngrams, puntuactionmarks, network_label_count_base_retweet,(1070, 44965),0.682634038853012,0.04235687900595324
ngrams, puntuactionmarks, network_label_count_base_friend,(1070, 44965),0.7243660744498488,0.04200348307493213
ngrams, puntuactionmarks, network_mds_base_retweet,(1070, 44963),0.6834830929897717,0.030078103055745674
ngrams, puntuactionmarks, network_mds_base_friend,(1070, 44963),0.6727185897814163,0.04249727484941194
ngrams, puntuactionmarks, deprelneg,(1070, 44964),0.4486624617135824,0.04467907905015589
ngrams, puntuactionmarks, deprel,(1070, 102834),0.4372678576376874,0.05483365681766322
ngrams, puntuactionmarks, relationformVERB,(1070, 52178),0.45830032521868286,0.053772255020632556
ngrams, puntuactionmarks, relationformNOUN,(1070, 52558),0.4682580494237707,0.05054787424895144
ngrams, puntuactionmarks, Sidorovbigramsform,(1070, 63078),0.48981248933856336,0.049358737318779045
ngrams, puntuactionmarks, target_context_one,(1070, 45159),0.4718354659233896,0.044307300139823196
ngrams, puntuactionmarks, target_context_two,(1070, 45359),0.4871519196138542,0.042512186948105546
ngrams, capitalizedletters, laughter,(1070, 44958),0.4521564844465322,0.07408583228883872
ngrams, capitalizedletters, statistics,(1070, 44962),0.45274543365580266,0.07208080268818567
ngrams, capitalizedletters, bio,(1070, 45996),0.8095427989886202,0.03313308861245488
ngrams, capitalizedletters, cue_words,(1070, 44965),0.4528681633797091,0.05038432492345432
ngrams, capitalizedletters, linguistic_words,(1070, 44963),0.45201613563701415,0.05042189376630272
ngrams, capitalizedletters, lexical_diversity,(1070, 44966),0.44775181297916106,0.054105119897797316
ngrams, capitalizedletters, network_centrality_base_retweet,(1070, 44961),0.5949249488525162,0.04520399357336994
ngrams, capitalizedletters, network_centrality_base_friend,(1070, 44960),0.5783291541790624,0.04798547444457569
ngrams, capitalizedletters, network_label_count_base_retweet,(1070, 44963),0.6715911832732644,0.05217030368172942
